trip_distance,rate_code,fare_amount,extra,service_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,Delhi_location_id,dropoff_location_id,year,month,day,day_of_week,hour_of_day,trip_duration,model,passenger_count,Delhi_longitude,Delhi_latitude,dropoff_longitude,dropoff_latitude,Pickup_city,Pickup_State,Time_Category,time_taken ,,
7.7,1,2132,24,106,53,320.53,43.6,2679,141,70,2018,5,26,Friday,12:00 PM,22,AUTO,3,-73.898081,40.749597,-73.98109,40.746147,Bangalore,Karn?taka,Morning,35:39.0,,
0.14,1,246,31,137,753.52,4.37,34.75,1207,162,229,2021,1,16,Monday,3:02 AM,153,MINI,1,-73.975272,40.749603,-73.941628,40.706772,Chennai,Tamil N?du,Late_Night,22:34.0,,
10.01,10,2337,38,67,583.532,134.5,65.07,3225,162,138,2020,9,24,Sunday,7:57 AM,167,AUTO,5,-73.98371124,40.74961853,-73.99261475,40.74286652,Hyder?b?d,Telang?na,Morning,43:00.0,,
14.03,8,3977,28,61,574,390.5,10.49,5041,132,52,2020,5,13,Saturday,12:01 PM,25,MINI,6,-73.99882507,40.7496376,-74.01074219,40.70959473,Pune,Mah?r?shtra,AfterNoon,23:00.0,,
12.02,2,3157,34,63,451,220.04,10.89,3936,138,164,2018,8,31,Thrusday,3:07 PM,23,SUV,1,-73.985722,40.749696,-73.973577,40.74901,Ahmedabad,Gujar?t,AfterNoon,20:00.0,,
6.23,10,2009,18,125,53,41.67,4.89,2252,148,238,2021,9,6,Wednesday,2:45 PM,121,AUTO,5,-73.992414,40.74972,-73.995103,40.750485,S?rat,Gujar?t,AfterNoon,08:00.0,,
6.9,2,1886,50,74,53,240.91,92.5,2396,137,173,2021,12,22,Friday,7:11 PM,289,AUTO,1,-73.986004,40.749766,-74.003312,40.724212,Lucknow,Uttar Pradesh,Evening,57:34.0,,
9.98,8,2378,50,157,496.92,291.37,41.61,3415,107,243,2023,9,13,Wednesday,2:48 PM,295,MINI,3,-73.995145,40.749812,-73.940478,40.718662,Jaipur,R?jasth?n,AfterNoon,58:39.0,,
9.7,8,2788,11,78,673.22,392.34,94.25,4037,138,90,2020,11,18,Saturday,7:10 PM,184,AUTO,2,-73.995802,40.749905,-73.994543,40.750907,Kanpur,Uttar Pradesh,Evening,41:20.0,,
16.96,10,5576,49,113,1343.98,329.14,37.33,7448,48,1,2022,5,15,Monday,2:26 PM,76,AUTO,1,-73.991745,40.749922,-73.989692,40.740547,Mirz?pur,Uttar Pradesh,AfterNoon,33:01.0,,
6.88,4,2296,48,136,244.36,297.77,26.41,3049,261,238,2022,10,3,Tuesday,2:18 AM,119,AUTO,6,-73.992032,40.749945,-74.003459,40.720425,N?gpur,Mah?r?shtra,Late_Night,09:00.0,,
11.53,6,3034,49,75,636.32,253.6,61.73,4110,138,62,2019,3,26,Sunday,12:24 AM,292,AUTO,1,-73.994754,40.749984,-74.000211,40.753329,Gh?zi?b?d,Uttar Pradesh,Late_Night,55:00.0,,
7.35,4,3116,4,116,636.32,302.14,2.79,4177,161,61,2019,8,30,Wednesday,12:09 AM,205,AUTO,1,-73.994883,40.750005,-74.007555,40.741008,Supaul,Bih?r,Late_Night,33:00.0,,
10.29,1,2378,37,71,53,374.01,8.75,2922,253,132,2019,9,15,Friday,11:19 PM,260,AUTO,1,-73.987769,40.750038,-73.980449,40.761698,Vadodara,Gujar?t,Night,39:13.0,,
14.9,3,3444,26,60,885.6,211.1,63.86,4691,132,149,2019,10,11,Wednesday,7:40 AM,171,AUTO,1,-73.991037,40.750049,-73.980438,40.75193,R?jkot,Gujar?t,Morning,14:00.0,,
10.5,2,2583,34,140,492,128.12,79.91,3457,237,138,2021,5,2,Tuesday,1:39 AM,190,MINI,1,-73.991447,40.75005,-73.934919,40.769477,Vish?khapatnam,Andhra Pradesh,Late_Night,15:23.0,,
10.2,5,2542,30,125,328,158.81,54.95,3239,263,174,2022,10,11,Wednesday,5:57 PM,168,MINI,1,-73.977078,40.750085,-74.01442,40.716932,Indore,Madhya Pradesh,Evening,31:00.0,,
9.8,7,2993,18,79,53,155.32,43.02,3341,230,138,2023,3,12,Sunday,9:33 AM,220,AUTO,1,-73.99151611,40.75012589,-73.98178864,40.75960541,Th?ne,Mah?r?shtra,Morning,48:00.0,,
4.8,3,1845,29,50,381.3,196.04,77.57,2579,87,142,2023,11,16,Thrusday,2:50 PM,44,AUTO,6,-73.972018,40.750142,-74.006008,40.73622,Bhop?l,Madhya Pradesh,AfterNoon,15:00.0,,
9.9,9,2378,48,158,582.2,275.95,26.07,3468,138,162,2021,3,26,Sunday,8:24 AM,19,AUTO,1,-73.988486,40.750142,-73.94883,40.785078,Pimpri-Chinchwad,Mah?r?shtra,Morning,48:00.0,,
15.4,4,3608,18,80,742.1,185.25,19.19,4653,132,146,2021,1,28,Saturday,9:12 PM,71,AUTO,5,-73.97638,40.750217,-73.982323,40.748467,Patna,Bih?r,Night,49:00.0,,
10.4,6,2501,11,67,6537.62,27.42,66.98,9211,138,162,2019,1,16,Monday,9:27 AM,141,MINI,1,-73.994718,40.750306,-73.950511,40.728566,Bil?spur,Chhatt?sgarh,Morning,21:07.0,,
9.22,10,2419,28,147,745.38,299.73,76.91,3716,138,142,2021,9,2,Saturday,5:40 AM,103,AUTO,1,-73.976453,40.750313,-73.987291,40.74982,Ludhi?na,Punjab,Morning,29:07.0,,
8.2,4,2173,35,93,569.9,396.24,1.21,3268,230,243,2020,8,8,Tuesday,3:55 AM,163,MINI,1,-73.994673,40.750317,-73.945843,40.835722,?gra,Uttar Pradesh,Late_Night,07:00.0,,
4.06,7,1763,20,50,53,307.43,82.45,2276,163,4,2022,12,14,Thrusday,9:52 AM,174,AUTO,1,-73.991232,40.750348,-73.986317,40.75912,Madurai,Tamil N?du,Morning,15:00.0,,
9.2,4,2091,48,120,533,177.31,31.58,3001,263,138,2018,4,17,Monday,6:19 PM,225,AUTO,5,-73.971542,40.750487,-73.988967,40.72994,Jamshedpur,Jh?rkhand,Evening,04:00.0,,
10.2,4,2747,5,92,8453.5,114.26,24.26,11436,263,220,2022,9,14,Thrusday,5:45 PM,105,AUTO,4,-73.968574,40.750493,-73.975654,40.755957,Prayagraj,Uttar Pradesh,Evening,56:00.0,,
9.02,9,2419,6,90,591.22,54.42,42.21,3203,138,238,2019,11,29,Wednesday,4:41 AM,92,AUTO,1,-73.977032,40.750545,-73.990488,40.737205,N?sik,Mah?r?shtra,Late_Night,52:52.0,,
5.52,7,2091,12,150,439.52,189.26,24.24,2906,230,88,2023,3,17,Friday,2:58 PM,186,AUTO,1,-73.98736,40.750568,-73.989068,40.754027,Far?d?b?d,Hary?na,AfterNoon,59:00.0,,
8,5,2132,40,78,438.7,136.26,53.09,2878,138,256,2022,9,3,Sunday,9:17 AM,271,AUTO,5,-73.991467,40.750575,-73.98575,40.741547,Meerut,Uttar Pradesh,Morning,14:00.0,,
10.33,10,2460,43,95,899.54,379.84,29.78,3907,138,162,2018,4,14,Friday,9:10 AM,97,MINI,1,-73.994527,40.75059,-73.952765,40.806227,Jabalpur,Madhya Pradesh,Morning,28:00.0,,
7.1,7,2009,8,130,328,202.19,57.61,2735,148,7,2019,8,19,Saturday,1:30 AM,294,AUTO,1,-73.989897,40.750725,-73.988952,40.755345,Kaly?n,Mah?r?shtra,Late_Night,49:00.0,,
8.6,4,2173,19,58,223.86,286.61,90.66,2851,237,66,2018,3,29,Wednesday,4:23 AM,160,MINI,1,-73.970323,40.75084,-73.998392,40.724862,Vasai-Virar,Mah?r?shtra,Late_Night,04:05.0,,
4.15,7,2419,2,62,496.92,99.93,77.69,3158,211,163,2021,5,2,Tuesday,10:10 AM,218,AUTO,6,-73.983246,40.750915,-74.006032,40.735215,Najafgarh,Delhi,Morning,29:00.0,,
8.19,9,2214,7,70,569.9,364.32,72.61,3298,263,231,2022,11,7,Tuesday,12:28 PM,260,SEDAN,1,-73.969852,40.750962,-73.781802,40.648527,V?r?nasi,Uttar Pradesh,AfterNoon,23:00.0,,
8.77,9,2050,21,54,539.56,335.18,78.89,3079,145,181,2021,12,20,Wednesday,6:45 PM,122,MINI,1,-73.9942,40.751005,-73.97559,40.759188,Sr?nagar,Jammu and Kashm?r,Evening,06:00.0,,
6.83,8,1763,26,108,373.92,129.91,12.81,2414,249,7,2021,3,9,Thrusday,1:13 PM,32,AUTO,1,-73.990397,40.75103,-73.981137,40.764718,Aurang?b?d,Mah?r?shtra,AfterNoon,35:00.0,,
6.38,6,2214,38,115,696.18,181.03,95.35,3340,164,181,2023,1,5,Thrusday,12:13 AM,130,SEDAN,2,-73.97489929,40.75109482,-73.90854645,40.8818779,Dhanb?d,Jh?rkhand,Late_Night,51:00.0,,
12.8,6,3444,8,95,8253,375.1,9.62,12185,142,20,2019,3,17,Friday,11:37 PM,234,AUTO,5,-73.991416,40.751144,-74.001832,40.755832,Amritsar,Punjab,Night,16:00.0,,
9.5,9,2460,45,149,598.6,383.99,78.73,3715,138,141,2019,7,18,Tuesday,10:48 AM,183,AUTO,2,-73.99276,40.751162,-73.98098,40.752827,Al?garh,Uttar Pradesh,Morning,13:00.0,,
9.13,10,2419,36,80,53,207.71,1.65,2797,79,152,2020,3,18,Saturday,5:52 AM,154,MINI,1,-73.99411774,40.75117874,-73.97511292,40.75645828,Guw?h?ti,Assam,Morning,05:48.0,,
7.36,4,1927,50,136,4536.72,393.55,1.01,7044,163,36,2020,5,14,Sunday,5:21 PM,83,AUTO,2,-73.991315,40.751183,-74.003637,40.753584,H?ora,West Bengal,Evening,28:00.0,,
17.79,9,5658,13,135,13538.72,78.69,11.65,19435,170,1,2022,12,9,Saturday,11:10 AM,94,MINI,2,-73.994143,40.751193,-73.988897,40.759742,R?nchi,Jh?rkhand,Morning,25:00.0,,
8.6,10,2747,5,88,1.64,147.97,52.53,3042,161,70,2018,10,5,Thrusday,12:16 AM,164,MINI,1,-73.986422,40.751252,-73.971353,40.798205,Gwalior,Madhya Pradesh,Late_Night,47:00.0,,
10,4,2665,13,84,656,67.28,46.32,3532,230,138,2018,6,22,Thrusday,7:58 AM,186,AUTO,3,-73.991197,40.751257,-73.975178,40.750687,Delhi_City,Delhi_State,Morning,21:00.0,,
11.6,5,3157,26,152,53,285.42,14.36,3688,138,243,2019,3,18,Saturday,1:19 AM,286,AUTO,1,-73.992826,40.751271,-73.982786,40.742432,Delhi,Delhi,Late_Night,08:41.0,,
10.66,10,2829,43,47,656,51.45,57.56,3684,138,230,2023,2,8,Wednesday,6:54 PM,102,AUTO,1,-73.994123,40.75128,-73.970886,40.749325,Mumbai,Mah?r?shtra,Evening,32:00.0,,
20.2,9,4592,45,125,939.72,137.48,29.05,5868,132,189,2018,9,1,Friday,7:23 PM,217,AUTO,6,-73.994021,40.75129,-73.97253,40.749632,Kolk?ta,West Bengal,Evening,37:00.0,,
7.45,2,3034,40,101,53,389.53,79.2,3697,148,35,2023,7,30,Sunday,2:47 AM,184,AUTO,6,-73.97886,40.751322,-73.975305,40.74585,Bangalore,Karn?taka,Late_Night,06:00.0,,
0.3,6,246,21,87,53,216.2,70.28,693,148,148,2019,8,24,Thrusday,3:04 PM,266,MINI,1,-73.974492,40.751369,-74.010585,40.703364,Chennai,Tamil N?du,AfterNoon,57:33.0,,
7.75,3,1927,39,148,5538.4,195.01,66.32,7914,88,263,2019,3,4,Saturday,6:41 PM,278,MINI,1,-73.990357,40.751405,-74.005894,40.715327,Hyder?b?d,Telang?na,Evening,45:45.0,,
3.21,3,1927,32,97,398.52,289.35,98.35,2842,45,170,2023,6,6,Tuesday,6:08 PM,81,MINI,1,-74.006636,40.751407,-73.954979,40.765281,Pune,Mah?r?shtra,Evening,13:54.0,,
16,9,3526,49,111,725.7,89.08,45.32,4546,264,133,2021,8,29,Tuesday,3:26 AM,67,MINI,2,-73.974895,40.751455,-73.981754,40.783542,Ahmedabad,Gujar?t,Late_Night,37:00.0,,
5.38,5,1845,6,154,573.18,307.62,2.66,2888,262,90,2023,11,8,Wednesday,9:24 PM,192,MINI,1,-74.00696,40.75149,-74.00058,40.7211,S?rat,Gujar?t,Night,17:00.0,,
5.9,10,1927,25,116,594.5,39.42,14.49,2716,224,112,2023,11,18,Saturday,10:25 AM,284,AUTO,5,-73.98459,40.751507,-73.997058,40.725077,Lucknow,Uttar Pradesh,Morning,48:00.0,,
8.04,6,2255,23,119,574.82,127.67,10.59,3110,138,116,2023,3,6,Monday,11:00 AM,145,MINI,2,-73.98646,40.751527,-73.953732,40.787725,Jaipur,R?jasth?n,Morning,17:06.0,,
9.65,3,2501,48,144,662.56,108.07,59.65,3523,138,189,2019,4,5,Wednesday,1:50 PM,232,MINI,1,-73.974392,40.751537,-73.953723,40.77931,Kanpur,Uttar Pradesh,AfterNoon,56:00.0,,
10.9,1,2706,40,143,656,7.2,99.47,3652,140,32,2019,6,5,Monday,4:46 PM,24,AUTO,1,-73.991768,40.751541,-73.97624,40.750805,Mirz?pur,Uttar Pradesh,Evening,11:00.0,,
7.7,6,2255,28,125,472.32,204.2,94.06,3179,162,97,2022,4,26,Wednesday,3:55 AM,164,MINI,1,-73.9757,40.751598,-74.0163,40.704697,N?gpur,Mah?r?shtra,Late_Night,07:00.0,,
16.06,8,3690,1,103,759.32,274.86,57.31,4885,132,145,2023,12,10,Sunday,11:09 PM,205,MINI,5,-73.9942,40.751602,-74.004147,40.721852,Gh?zi?b?d,Uttar Pradesh,Night,26:00.0,,
6.55,6,2091,37,132,439.52,275.61,68.01,3043,231,238,2023,12,8,Friday,1:33 PM,183,MINI,5,-73.974497,40.751603,-73.934927,40.851567,Supaul,Bih?r,AfterNoon,30:00.0,,
4.15,8,1804,25,86,373.92,254.03,37.14,2580,186,239,2023,5,24,Wednesday,2:48 AM,212,SUV,1,-73.976309,40.751634,-74.014854,40.709044,Vadodara,Gujar?t,Late_Night,13:01.0,,
7.27,7,1968,49,73,414.92,350.01,5.03,2860,170,188,2018,8,22,Tuesday,7:28 PM,47,AUTO,3,-73.970799,40.751642,-73.980333,40.748303,R?jkot,Gujar?t,Evening,11:47.0,,
10.4,7,2542,49,137,623.2,236.94,95.27,3683,138,243,2020,5,23,Tuesday,12:57 PM,116,AUTO,5,-73.980002,40.751662,-73.973802,40.764842,Vish?khapatnam,Andhra Pradesh,AfterNoon,20:00.0,,
11.6,7,2952,8,50,498.56,304.42,19.55,3833,138,181,2022,8,22,Tuesday,6:19 AM,295,AUTO,1,-73.97106171,40.75167847,-73.99219513,40.74937057,Indore,Madhya Pradesh,Morning,55:48.0,,
10.9,8,3198,20,104,746.2,292.36,82.14,4443,161,138,2018,9,14,Thrusday,9:45 AM,42,AUTO,1,-73.986092,40.751682,-73.977242,40.760292,Th?ne,Mah?r?shtra,Morning,59:52.0,,
0.23,5,246,10,79,62.32,39.21,4.23,441,237,237,2020,8,31,Thrusday,6:37 AM,214,AUTO,1,-73.994023,40.75171,-73.976773,40.755773,Bhop?l,Madhya Pradesh,Morning,58:30.0,,
7.1,2,1763,17,97,373.1,6.24,72.69,2329,137,247,2018,2,5,Sunday,4:34 PM,267,AUTO,1,-73.980258,40.751757,-73.985354,40.766019,Pimpri-Chinchwad,Mah?r?shtra,Evening,29:36.0,,
10.95,10,2747,5,115,821.64,136.42,31.81,3857,138,161,2020,4,2,Sunday,2:58 AM,298,AUTO,1,-73.98011,40.75182,-73.950907,40.775948,Patna,Bih?r,Late_Night,53:00.0,,
8.7,8,2460,14,108,513.32,370.58,27.77,3494,230,95,2021,3,17,Friday,2:16 PM,72,AUTO,1,-74.00186,40.751887,-74.003127,40.759677,Bil?spur,Chhatt?sgarh,AfterNoon,41:48.0,,
9.03,2,2255,46,73,53,151.47,90.79,2669,162,235,2023,1,31,Tuesday,2:16 AM,117,AUTO,1,-73.979815,40.751902,-73.979446,40.755481,Ludhi?na,Punjab,Late_Night,10:56.0,,
11.8,6,2993,42,95,882.32,221.71,13.57,4248,142,138,2018,8,30,Wednesday,7:48 PM,70,AUTO,1,-73.978193,40.751915,-74.004858,40.751853,?gra,Uttar Pradesh,Evening,58:34.0,,
8.2,2,1968,14,51,643.7,398.01,36.69,3111,138,170,2020,2,8,Wednesday,6:50 AM,211,AUTO,1,-74.004737,40.751987,-73.974168,40.743227,Madurai,Tamil N?du,Morning,07:00.0,,
7.75,2,2460,3,107,5535.12,36.61,38.13,8180,162,52,2023,3,17,Friday,11:17 PM,38,AUTO,1,-73.993085,40.752002,-73.980337,40.76483,Jamshedpur,Jh?rkhand,Night,07:27.0,,
9.16,2,2542,39,69,529.72,172.71,24.66,3377,114,223,2021,1,19,Thrusday,5:50 AM,164,AUTO,3,-73.979605,40.752025,-73.993742,40.756685,Prayagraj,Uttar Pradesh,Morning,42:18.0,,
11.43,3,2911,42,116,53,189.6,70.83,3382,25,179,2021,12,11,Monday,6:04 AM,107,AUTO,1,-73.977425,40.752052,-73.9815,40.775147,N?sik,Mah?r?shtra,Morning,51:34.0,,
8.21,6,2050,19,153,667.48,399.41,60.16,3349,138,236,2021,9,21,Thrusday,1:16 PM,225,AUTO,1,-73.99211,40.752057,-74.006645,40.728161,Far?d?b?d,Hary?na,AfterNoon,39:19.0,,
14.28,2,3772,24,108,53,63.33,27.69,4048,132,181,2020,10,29,Sunday,9:32 AM,74,MINI,2,-73.971717,40.752085,-73.964333,40.803332,Meerut,Uttar Pradesh,Morning,48:00.0,,
6.51,5,1968,4,155,414.92,340.87,21.01,2904,158,7,2020,4,7,Friday,10:45 AM,144,AUTO,5,-73.984977,40.752122,-74.000925,40.757982,Jabalpur,Madhya Pradesh,Morning,55:00.0,,
13.19,7,3526,34,101,718.32,380.14,78.21,4838,249,145,2023,6,4,Sunday,5:50 PM,49,AUTO,1,-73.979522,40.752155,-73.948598,40.783042,Kaly?n,Mah?r?shtra,Evening,26:00.0,,
6.9,9,2091,44,100,656,160.74,10.28,3062,246,17,2019,4,2,Sunday,2:24 AM,55,AUTO,1,-73.987802,40.752183,-73.985067,40.747572,Vasai-Virar,Mah?r?shtra,Late_Night,18:00.0,,
10.7,9,2583,26,137,53,118.43,91.74,3009,237,138,2022,1,21,Saturday,10:33 PM,101,AUTO,2,-73.97764,40.752347,-73.970392,40.768867,Najafgarh,Delhi,Night,23:00.0,,
17.41,6,5699,36,157,1426.8,291.31,72.64,7683,230,1,2023,5,23,Tuesday,2:45 PM,156,AUTO,1,-73.98972,40.75238,-74.007553,40.743197,V?r?nasi,Uttar Pradesh,AfterNoon,48:00.0,,
9.9,9,2501,46,93,5253.7,10.67,15.28,7920,138,66,2023,6,2,Friday,6:13 AM,63,AUTO,2,-73.993252,40.752388,-73.987604,40.765374,Sr?nagar,Jammu and Kashm?r,Morning,13:27.0,,
17,2,5699,29,154,1316.92,133.84,49.77,7383,162,1,2023,12,11,Monday,7:18 AM,83,AUTO,1,-73.976075,40.752422,-73.981082,40.759285,Aurang?b?d,Mah?r?shtra,Morning,34:33.0,,
1.3,2,2050,14,121,422.3,212.94,95.77,2916,186,161,2019,12,10,Sunday,6:14 AM,109,AUTO,1,-73.97834778,40.75246429,-73.97429657,40.76290512,Dhanb?d,Jh?rkhand,Morning,43:40.0,,
8.17,9,2419,2,113,496.92,225.09,54.85,3311,236,231,2023,3,16,Thrusday,9:27 PM,19,MINI,1,-73.97943878,40.75250244,-73.95565796,40.76410294,Amritsar,Punjab,Night,59:02.0,,
10.06,2,2583,19,152,529.72,271.78,1.73,3557,45,138,2019,2,27,Monday,6:18 AM,21,AUTO,1,-73.97034454,40.75257874,-73.99079132,40.75120163,Al?garh,Uttar Pradesh,Morning,13:37.0,,
6.4,1,2255,26,147,463.3,28.57,18.63,2939,231,170,2022,9,12,Tuesday,12:29 AM,97,SUV,1,-73.977023,40.7526,-73.79031,40.643783,Guw?h?ti,Assam,Late_Night,23:00.0,,
9.79,3,2296,14,92,574.82,305.39,2.85,3285,138,141,2023,9,24,Sunday,10:32 AM,292,AUTO,3,-73.968534,40.752603,-73.992625,40.742916,H?ora,West Bengal,Morning,37:55.0,,
0.16,7,246,21,129,753.52,265.45,69.81,1485,162,162,2018,4,4,Tuesday,2:41 PM,92,AUTO,1,-73.97737,40.752713,-74.007088,40.747998,R?nchi,Jh?rkhand,AfterNoon,22:42.0,,
11.3,1,2583,7,108,787.2,140.16,43.77,3669,263,259,2020,5,15,Monday,11:36 AM,35,AUTO,1,-73.988898,40.752761,-73.99172,40.726897,Gwalior,Madhya Pradesh,Morning,10:00.0,,
6.8,1,2460,29,49,5535.12,9.96,88.49,8172,164,181,2021,2,15,Wednesday,4:56 AM,144,AUTO,1,-73.979307,40.752832,-73.978403,40.758903,Delhi_City,Delhi_State,Late_Night,04:16.0,,
13.1,2,4715,25,134,1213.6,312.13,70.26,6470,144,1,2019,2,24,Friday,7:04 PM,122,AUTO,1,-73.995494,40.752919,-73.977412,40.743828,Delhi,Delhi,Evening,50:44.0,,
6.68,4,1763,37,144,476.42,398.67,22.02,2841,246,25,2023,11,16,Thrusday,10:15 PM,279,AUTO,5,-74.003919,40.753019,-73.992368,40.735362,Mumbai,Mah?r?shtra,Night,25:00.0,,
11.36,5,2952,9,110,754.4,320.93,60.27,4207,138,25,2018,9,12,Tuesday,3:49 PM,142,AUTO,1,-73.99633,40.753225,-73.978895,40.766963,Kolk?ta,West Bengal,AfterNoon,46:00.0,,
11.67,10,2747,46,123,831.48,20.51,79.27,3847,138,262,2019,2,15,Wednesday,1:09 AM,242,MINI,1,-73.989503,40.753248,-73.974107,40.795577,Bangalore,Karn?taka,Late_Night,57:02.0,,
11.45,1,2583,17,50,529.72,292.9,19.5,3492,138,132,2019,3,6,Monday,1:41 PM,163,MINI,1,-73.988594,40.753364,-73.989319,40.723218,Chennai,Tamil N?du,AfterNoon,04:00.0,,
5.36,8,2050,10,50,323.538,342.39,2.45,2778,236,146,2018,10,4,Wednesday,1:24 AM,91,AUTO,1,-73.966362,40.75345,-73.966727,40.76418,Hyder?b?d,Telang?na,Late_Night,06:00.0,,
9.04,5,2255,5,91,574.82,71.65,84.34,3082,249,165,2023,10,26,Thrusday,5:06 AM,43,MINI,1,-73.97274,40.753488,-74.006575,40.741452,Pune,Mah?r?shtra,Morning,18:00.0,,
10.3,2,2542,38,148,615,31.44,19.65,3394,138,242,2023,5,14,Sunday,12:34 PM,126,AUTO,1,-73.99278,40.753492,-73.986322,40.760715,Ahmedabad,Gujar?t,AfterNoon,39:21.0,,
16.8,1,5863,8,81,8253,21.77,41.36,14268,48,1,2019,6,3,Saturday,8:14 AM,267,AUTO,2,-73.978778,40.753502,-73.973247,40.748147,S?rat,Gujar?t,Morning,01:58.0,,
5.3,6,1763,9,61,467.4,126.56,17.99,2445,142,87,2018,10,7,Saturday,5:04 PM,124,AUTO,1,-73.975707,40.753519,-73.979262,40.758942,Lucknow,Uttar Pradesh,Evening,51:00.0,,
8.1,8,1927,1,47,55353.2,27.23,93.41,57449,138,137,2018,2,16,Thrusday,2:25 AM,56,AUTO,1,-73.99279,40.753533,-73.977897,40.747413,Jaipur,R?jasth?n,Late_Night,20:19.0,,
7.9,10,2132,48,143,336.2,209.03,3.3,2872,230,243,2021,3,26,Sunday,6:15 AM,283,AUTO,1,-73.991132,40.75365,-73.991541,40.741009,Kanpur,Uttar Pradesh,Morning,34:11.0,,
10.5,6,2419,24,74,598.6,323.36,11.75,3451,162,138,2021,2,25,Saturday,1:41 AM,188,MINI,1,-73.98265,40.753748,-74.00793,40.741922,Mirz?pur,Uttar Pradesh,Late_Night,44:04.0,,
12.15,8,2911,40,142,6533.52,378.27,84.14,10089,125,202,2019,3,5,Sunday,5:58 PM,81,AUTO,1,-73.978321,40.753844,-73.982309,40.777037,N?gpur,Mah?r?shtra,Evening,37:12.0,,
9.83,3,2296,21,107,574.82,141.99,59.79,3201,138,79,2018,9,3,Sunday,11:03 AM,186,AUTO,2,-73.990149,40.753863,-73.99083,40.758781,Gh?zi?b?d,Uttar Pradesh,Morning,40:44.0,,
10.1,9,2337,27,116,53,24.63,17.66,2575,230,192,2021,5,28,Sunday,7:01 AM,223,AUTO,1,-73.992845,40.753906,-73.976824,40.753649,Supaul,Bih?r,Morning,53:58.0,,
7.8,7,2419,30,68,53,295.64,67.73,2933,263,13,2020,8,2,Wednesday,7:34 AM,169,AUTO,3,-73.992148,40.754051,-73.975903,40.748717,Vadodara,Gujar?t,Morning,33:03.0,,
9.5,8,2542,13,117,787.2,96.8,46.57,3603,138,90,2018,3,8,Wednesday,6:26 AM,258,AUTO,1,-73.918489,40.754256,-73.969701,40.748919,R?jkot,Gujar?t,Morning,01:32.0,,
13.19,2,3116,15,131,644.52,350.96,45.02,4303,230,185,2019,10,4,Wednesday,1:32 AM,68,AUTO,1,-73.991863,40.754275,-73.983796,40.753213,Vish?khapatnam,Andhra Pradesh,Late_Night,34:54.0,,
0.36,10,246,46,144,88.56,0.64,0.35,526,224,107,2018,5,25,Thrusday,3:36 PM,30,AUTO,2,-73.968893,40.754285,-73.98932,40.737617,Indore,Madhya Pradesh,AfterNoon,30:22.0,,
10.5,7,2870,4,100,6853.6,109.74,76.06,10013,138,237,2021,3,29,Wednesday,8:32 PM,198,AUTO,1,-73.994117,40.754425,-73.983793,40.752735,Th?ne,Mah?r?shtra,Night,36:00.0,,
10.5,2,2665,6,79,545.3,56.24,47.93,3399,137,243,2018,2,26,Sunday,7:55 AM,276,AUTO,1,-73.991875,40.754437,-73.97723,40.774323,Bhop?l,Madhya Pradesh,Morning,30:40.0,,
9.6,1,2337,2,142,574,342.31,44.08,3441,237,138,2020,2,5,Sunday,3:12 PM,178,SEDAN,5,-73.999081,40.754489,-73.863401,40.667613,Pimpri-Chinchwad,Mah?r?shtra,AfterNoon,52:00.0,,
9.1,5,2665,1,74,533,11.91,25.79,3311,164,138,2022,1,8,Sunday,9:10 PM,34,AUTO,2,-73.977984,40.754546,-73.958947,40.779093,Patna,Bih?r,Night,53:44.0,,
6.58,7,1804,43,158,344.4,98.1,75.91,2523,209,236,2019,3,16,Thrusday,7:29 AM,295,AUTO,1,-73.969075,40.754582,-73.988457,40.75001,Bil?spur,Chhatt?sgarh,Morning,01:00.0,,
6.9,6,2009,9,142,422.3,105.06,9.71,2697,116,170,2018,8,19,Saturday,9:11 PM,32,AUTO,1,-73.991485,40.754599,-74.00497,40.751693,Ludhi?na,Punjab,Night,10:13.0,,
13.5,10,3567,19,109,328,72.44,89.77,4185,230,91,2023,11,27,Monday,6:15 AM,201,AUTO,1,-73.986402,40.754723,-73.998898,40.739248,?gra,Uttar Pradesh,Morning,44:14.0,,
5.06,4,2173,10,150,328,113.04,92.67,2867,125,237,2021,3,6,Monday,2:35 PM,133,AUTO,1,-73.995199,40.75474,-74.005416,40.751084,Madurai,Tamil N?du,AfterNoon,06:00.0,,
14.7,6,3280,33,103,676.5,36.69,72.06,4201,132,179,2022,1,6,Friday,9:52 AM,67,AUTO,2,-73.973907,40.754743,0,0,Jamshedpur,Jh?rkhand,Morning,49:19.0,,
11,6,3116,18,116,922.5,283.63,15.73,4472,249,14,2020,6,14,Wednesday,12:56 AM,126,MINI,5,-73.9881,40.754748,-73.99727,40.72563,Prayagraj,Uttar Pradesh,Late_Night,35:00.0,,
6.46,5,2050,23,87,53,75.14,93.4,2382,161,231,2019,11,11,Saturday,6:47 AM,19,AUTO,1,-73.97170258,40.75477219,-73.9781723,40.77315521,N?sik,Mah?r?shtra,Morning,22:00.0,,
6.4,9,1968,28,63,414.92,258.25,63.14,2795,68,112,2020,4,3,Monday,10:43 AM,38,AUTO,1,-73.99203,40.754957,-73.987865,40.743943,Far?d?b?d,Hary?na,Morning,46:36.0,,
